Timestamp,Speed_kmh,RPM,Throttle,Brake,Steering,Gear,CompletedLaps,iCurrentTime_ms,CurrentLapTime_str,iLastTime_ms,iBestTime_ms,DistanceTraveled_m,LapNumberTotal,CurrentSectorIndex,LastSectorTime_ms,IsInPit,IsInPitLane,TyreCompound,X,Y,Z,Flag,SurfaceGrip,Distance
1757696073,58.25,7604,1.0,0.0,0.11,1,0,8925,0:08.925,0,0,16983.812,0,0,0,False,False,Soft (S),43.03802490234375,-10.094680786132812,675.4391479492188,0,1.0,16983.812
1757696074,61.92,8113,1.0,0.0,0.075,1,0,9036,0:09.036,0,0,16985.631,0,0,0,False,False,Soft (S),42.93094253540039,-10.10452651977539,677.2877807617188,0,1.0,16985.631
1757696074,65.47,8713,1.0,0.0,0.048,1,0,9141,0:09.141,0,0,16987.477,0,0,0,False,False,Soft (S),42.80092239379883,-10.115252494812012,679.142578125,0,1.0,16987.477
1757696074,69.07,9155,1.0,0.0,0.028,1,0,9240,0:09.240,0,0,16989.355,0,0,0,False,False,Soft (S),42.65532684326172,-10.12541389465332,680.9891357421875,0,1.0,16989.355
1757696074,72.61,9611,1.0,0.0,0.015,1,0,9342,0:09.342,0,0,16991.359,0,0,0,False,False,Soft (S),42.48543167114258,-10.137288093566896,682.9893188476562,0,1.0,16991.359
1757696074,76.11,10052,1.0,0.0,0.006,1,0,9444,0:09.444,0,0,16993.443,0,0,0,False,False,Soft (S),42.298152923583984,-10.151992797851562,685.0903930664062,0,1.0,16993.443
1757696074,79.65,10589,1.0,0.0,0.003,1,0,9546,0:09.546,0,0,16995.633,0,0,0,False,False,Soft (S),42.0953483581543,-10.167852401733398,687.2938232421875,0,1.0,16995.633
1757696074,83.46,10919,1.0,0.0,0.001,1,0,9642,0:09.642,0,0,16997.818,0,0,0,False,False,Soft (S),41.89189529418945,-10.181744575500488,689.4613647460938,0,1.0,16997.818
1757696074,87.1,11202,1.0,0.0,0.001,1,0,9744,0:09.744,0,0,17000.229,0,0,0,False,False,Soft (S),41.6634521484375,-10.198282241821287,691.8643798828125,0,1.0,17000.229
1757696074,90.63,11863,1.0,0.0,0.004,1,0,9843,0:09.843,0,0,17002.66,0,0,0,False,False,Soft (S),41.429725646972656,-10.210092544555664,694.2980346679688,0,1.0,17002.66
1757696074,94.27,12358,1.0,0.0,0.003,0,0,9945,0:09.945,0,0,17005.287,0,0,0,False,False,Soft (S),41.17778778076172,-10.223749160766602,696.9063720703125,0,1.0,17005.287
1757696075,96.67,8592,1.0,0.0,0.003,2,0,10047,0:10.047,0,0,17007.932,0,0,0,False,False,Soft (S),40.91738128662109,-10.235675811767578,699.589599609375,0,1.0,17007.932
1757696075,99.76,8962,1.0,0.0,0.002,2,0,10149,0:10.149,0,0,17010.721,0,0,0,False,False,Soft (S),40.64682769775391,-10.247584342956545,702.3607177734375,0,1.0,17010.721
1757696075,102.87,9206,1.0,0.0,0.002,2,0,10248,0:10.248,0,0,17013.461,0,0,0,False,False,Soft (S),40.37500381469727,-10.2604398727417,705.1347045898438,0,1.0,17013.461
1757696075,106.1,9502,1.0,0.0,0.002,2,0,10350,0:10.350,0,0,17016.42,0,0,0,False,False,Soft (S),40.08521270751953,-10.273465156555176,708.08154296875,0,1.0,17016.42
1757696075,109.26,9810,1.0,0.0,0.002,2,0,10452,0:10.452,0,0,17019.549,0,0,0,False,False,Soft (S),39.78501510620117,-10.286325454711914,711.1204223632812,0,1.0,17019.549
1757696075,112.61,10067,1.0,0.0,0.001,2,0,10551,0:10.551,0,0,17022.627,0,0,0,False,False,Soft (S),39.483524322509766,-10.300071716308594,714.1591796875,0,1.0,17022.627
1757696075,115.92,10342,1.0,0.0,0.001,2,0,10656,0:10.656,0,0,17025.824,0,0,0,False,False,Soft (S),39.15283584594727,-10.314719200134276,717.4776000976562,0,1.0,17025.824
1757696075,119.03,10659,1.0,0.0,-0.0,2,0,10752,0:10.752,0,0,17029.057,0,0,0,False,False,Soft (S),38.84132766723633,-10.32955837249756,720.5974731445312,0,1.0,17029.057
1757696075,122.39,10903,1.0,0.0,-0.001,2,0,10857,0:10.857,0,0,17032.471,0,0,0,False,False,Soft (S),38.4916877746582,-10.348623275756836,724.1024169921875,0,1.0,17032.471
1757696075,125.73,11144,1.0,0.0,-0.002,2,0,10959,0:10.959,0,0,17036.102,0,0,0,False,False,Soft (S),38.14358139038086,-10.365680694580078,727.6010131835938,0,1.0,17036.102
1757696076,128.77,11504,1.0,0.0,-0.002,2,0,11061,0:11.061,0,0,17039.609,0,0,0,False,False,Soft (S),37.78813934326172,-10.383831977844238,731.1910400390625,0,1.0,17039.609
1757696076,132.01,11721,1.0,0.0,-0.0,2,0,11160,0:11.160,0,0,17043.152,0,0,0,False,False,Soft (S),37.4365348815918,-10.402774810791016,734.7623291015625,0,1.0,17043.152
1757696076,135.13,12023,1.0,0.0,-0.001,2,0,11259,0:11.259,0,0,17046.904,0,0,0,False,False,Soft (S),37.07823181152344,-10.419182777404783,738.4197387695312,0,1.0,17046.904
1757696076,137.43,10663,1.0,0.0,0.001,3,0,11364,0:11.364,0,0,17050.789,0,0,0,False,False,Soft (S),36.69058609008789,-10.438887596130373,742.38330078125,0,1.0,17050.789
1757696076,140.42,10393,1.0,0.0,0.002,3,0,11460,0:11.460,0,0,17054.539,0,0,0,False,False,Soft (S),36.328163146972656,-10.455427169799805,746.0747680664062,0,1.0,17054.539
1757696076,143.23,10598,1.0,0.0,0.002,3,0,11562,0:11.562,0,0,17058.584,0,0,0,False,False,Soft (S),35.93321990966797,-10.465898513793944,750.0744018554688,0,1.0,17058.584
1757696076,146.09,10846,1.0,0.0,0.006,3,0,11661,0:11.661,0,0,17062.557,0,0,0,False,False,Soft (S),35.53951644897461,-10.469797134399414,754.0346069335938,0,1.0,17062.557
1757696076,148.94,11005,1.0,0.0,0.006,3,0,11763,0:11.763,0,0,17066.66,0,0,0,False,False,Soft (S),35.123287200927734,-10.47976303100586,758.1915893554688,0,1.0,17066.66
1757696076,151.77,11239,1.0,0.0,0.004,3,0,11865,0:11.865,0,0,17070.9,0,0,0,False,False,Soft (S),34.696067810058594,-10.495318412780762,762.4306030273438,0,1.0,17070.9
1757696076,154.5,11539,1.0,0.0,0.007,3,0,11964,0:11.964,0,0,17075.16,0,0,0,False,False,Soft (S),34.26777648925781,-10.510724067687988,766.6226806640625,0,1.0,17075.16
1757696077,157.45,11644,1.0,0.0,0.011,3,0,12063,0:12.063,0,0,17079.488,0,0,0,False,False,Soft (S),33.82339859008789,-10.522767066955566,770.8897094726562,0,1.0,17079.488
1757696077,160.23,11811,1.0,0.0,0.017,3,0,12165,0:12.165,0,0,17083.893,0,0,0,False,False,Soft (S),33.345951080322266,-10.531811714172363,775.3637084960938,0,1.0,17083.893
1757696077,162.95,12072,1.0,0.0,0.023,3,0,12267,0:12.267,0,0,17088.557,0,0,0,False,False,Soft (S),32.84282302856445,-10.542936325073242,779.9151611328125,0,1.0,17088.557
1757696077,164.91,10634,1.0,0.0,0.033,4,0,12366,0:12.366,0,0,17093.049,0,0,0,False,False,Soft (S),32.32023239135742,-10.554390907287598,784.3988037109375,0,1.0,17093.049
1757696077,167.38,10587,1.0,0.0,0.048,4,0,12465,0:12.465,0,0,17097.621,0,0,0,False,False,Soft (S),31.752864837646484,-10.56594467163086,788.9362182617188,0,1.0,17097.621
1757696077,169.55,10645,1.0,0.0,0.056,4,0,12567,0:12.567,0,0,17102.375,0,0,0,False,False,Soft (S),31.1044864654541,-10.588386535644531,793.6651000976562,0,1.0,17102.375
